Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","418","République démocratique populaire lao","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","772518.93","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","418","République démocratique populaire lao","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","48985.17","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","418","République démocratique populaire lao","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","49229.82","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","418","République démocratique populaire lao","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","56688.77","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","418","République démocratique populaire lao","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","60797.25","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","214","République dominicaine","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","9441581","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","214","République dominicaine","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","9747259.66","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","214","République dominicaine","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","134105","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","214","République dominicaine","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","137439.5","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","214","République dominicaine","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","266778","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","214","République dominicaine","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","268058.19","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","214","République dominicaine","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","1894839.36","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","214","République dominicaine","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","1943662","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","214","République dominicaine","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","132293.07","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","214","République dominicaine","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","134597.17","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","214","République dominicaine","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","121960.13","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","214","République dominicaine","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","125688.56","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","408","République populaire démocratique de Corée","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","17674839","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","408","République populaire démocratique de Corée","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","18346204.26","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","408","République populaire démocratique de Corée","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","406716","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","408","République populaire démocratique de Corée","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","413640.42","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","408","République populaire démocratique de Corée","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","242602","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","408","République populaire démocratique de Corée","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","275181.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","408","République populaire démocratique de Corée","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","1245581","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","408","République populaire démocratique de Corée","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","1278525.57","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","408","République populaire démocratique de Corée","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","96082.47","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","408","République populaire démocratique de Corée","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","97968.76","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","408","République populaire démocratique de Corée","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","89882.99","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","408","République populaire démocratique de Corée","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","92767.53","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","834","République-Unie de Tanzanie","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","45130851","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","834","République-Unie de Tanzanie","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","46654686.28","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","834","République-Unie de Tanzanie","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","1014462","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","834","République-Unie de Tanzanie","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","1009725.35","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","834","République-Unie de Tanzanie","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","835908","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","834","République-Unie de Tanzanie","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","958949.91","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","834","République-Unie de Tanzanie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","3399438.14","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","834","République-Unie de Tanzanie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","3638077.63","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","834","République-Unie de Tanzanie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","236132.75","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","834","République-Unie de Tanzanie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","249248.67","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","834","République-Unie de Tanzanie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","216510.41","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","834","République-Unie de Tanzanie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","231702.41","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","642","Roumanie","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","18790232","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","642","Roumanie","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","19312911.23","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","642","Roumanie","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","393131","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","642","Roumanie","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","376872.49","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","642","Roumanie","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","382956","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","642","Roumanie","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","433391.9","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","642","Roumanie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","6742212.97","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","642","Roumanie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","6328756.19","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","642","Roumanie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","385008.16","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","642","Roumanie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","373528.9","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","642","Roumanie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","492792.66","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","642","Roumanie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","454696.21","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","58219484","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","59227724.21","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","1124689","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","1094563.7","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","1622395","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","1781760.27","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","23913632.85","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","24012732.74","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","1445721.49","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","1436923.49","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","1784560.98","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","1790715.18","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","646","Rwanda","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","9528150","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","646","Rwanda","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","9794730.32","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","646","Rwanda","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","231858","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","646","Rwanda","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","233747.72","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","646","Rwanda","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","93987","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","646","Rwanda","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","104710.06","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","646","Rwanda","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","434518","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","646","Rwanda","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","435476.88","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","646","Rwanda","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","34078.66","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","646","Rwanda","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","33729.78","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","646","Rwanda","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","26403.87","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","646","Rwanda","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","26242","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","662","Sainte-Lucie","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","119516","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","662","Sainte-Lucie","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","130085.03","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","662","Sainte-Lucie","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","2161","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","662","Sainte-Lucie","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","2347.4","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","662","Sainte-Lucie","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","1724","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","662","Sainte-Lucie","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","1897.71","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","662","Sainte-Lucie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","55656.72","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","662","Sainte-Lucie","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","45533.57","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","662","Sainte-Lucie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","3968.1","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","662","Sainte-Lucie","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","3252","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","662","Sainte-Lucie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","3842.53","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","662","Sainte-Lucie","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","3098.59","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","659","Saint-Kitts-et-Nevis","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","35158","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","659","Saint-Kitts-et-Nevis","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","36969.18","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","659","Saint-Kitts-et-Nevis","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","511","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","659","Saint-Kitts-et-Nevis","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","509.31","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","659","Saint-Kitts-et-Nevis","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","1040","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","659","Saint-Kitts-et-Nevis","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","1210.65","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","659","Saint-Kitts-et-Nevis","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","14825.83","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","659","Saint-Kitts-et-Nevis","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","11930.01","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","659","Saint-Kitts-et-Nevis","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","939.33","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","659","Saint-Kitts-et-Nevis","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","823.33","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","659","Saint-Kitts-et-Nevis","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","952.7","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","659","Saint-Kitts-et-Nevis","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","858.29","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","670","Saint-Vincent-et-les Grenadines","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","94153","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","670","Saint-Vincent-et-les Grenadines","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","92293.21","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","670","Saint-Vincent-et-les Grenadines","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","1562","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","670","Saint-Vincent-et-les Grenadines","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","1589.34","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","670","Saint-Vincent-et-les Grenadines","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","2120","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","670","Saint-Vincent-et-les Grenadines","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","2070.05","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","670","Saint-Vincent-et-les Grenadines","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","25286.62","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","670","Saint-Vincent-et-les Grenadines","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","25770.59","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","670","Saint-Vincent-et-les Grenadines","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","2000.69","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","670","Saint-Vincent-et-les Grenadines","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","2110.54","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","670","Saint-Vincent-et-les Grenadines","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","1661.54","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","670","Saint-Vincent-et-les Grenadines","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","1643.89","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","882","Samoa","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","161533","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","882","Samoa","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","170732.5","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","882","Samoa","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","2513","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","882","Samoa","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","2817.93","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","882","Samoa","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","5605","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","882","Samoa","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","4284.34","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","882","Samoa","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","56602.52","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","882","Samoa","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","51669.03","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","882","Samoa","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","3708.1","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","882","Samoa","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","3626.07","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","882","Samoa","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","4303.61","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","882","Samoa","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","3785.67","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","678","Sao Tomé-et-Principe","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","169697","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","678","Sao Tomé-et-Principe","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","171026.82","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","678","Sao Tomé-et-Principe","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","2828","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","678","Sao Tomé-et-Principe","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","2891.62","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","678","Sao Tomé-et-Principe","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","4576","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","678","Sao Tomé-et-Principe","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","3821.96","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","678","Sao Tomé-et-Principe","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","15171.88","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","678","Sao Tomé-et-Principe","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","17092.12","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","678","Sao Tomé-et-Principe","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","1325.26","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","678","Sao Tomé-et-Principe","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","1518.48","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","678","Sao Tomé-et-Principe","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","954.47","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","678","Sao Tomé-et-Principe","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","1067.46","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","686","Sénégal","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2018","2018","million kcal","14045218","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","686","Sénégal","661","Disponibilité alimentaire (Kcal)","S2903","Produits Vegetaux","2019","2019","million kcal","14774546.09","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","686","Sénégal","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","286748","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","686","Sénégal","671","Disponibilité de protéines en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","301402.92","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","686","Sénégal","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2018","2018","g","326666","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","686","Sénégal","681","Disponibilité de matière grasse en quantité (g)","S2903","Produits Vegetaux","2019","2019","g","364514.8","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","686","Sénégal","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2018","2018","million kcal","946016.05","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","686","Sénégal","661","Disponibilité alimentaire (Kcal)","S2941","Produits Animaux","2019","2019","million kcal","932592.91","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","686","Sénégal","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2018","2018","g","81081.57","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","686","Sénégal","671","Disponibilité de protéines en quantité (g)","S2941","Produits Animaux","2019","2019","g","77262.65","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","686","Sénégal","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2018","2018","g","60287.99","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","686","Sénégal","681","Disponibilité de matière grasse en quantité (g)","S2941","Produits Animaux","2019","2019","g","60363.3","E","Valeur estimée"
